"KOD10,C,5","JEL,C,1","NEV,C,150","NEM,C,1","KOR_A,N,2,0","KOR_F,N,2,0","ERV_KEZD,C,8","ERV_VEGE,C,8"
L6790,,"Hajszín- és hajszáleltérések, k.m.n.",0,0,99,19950101,29991231
L6800,,Hirsutismus,0,0,99,19950101,29991231
L6810,,Szerzett hypertrichosis lanuginosa,0,0,99,19950101,29991231
L6820,,Körülírt hypertrichosis,0,0,99,19950101,29991231
L6830,,Polytrichia,0,0,99,19950101,29991231
L6880,,Egyéb hypertrichosis,0,0,99,19950101,29991231
L6890,,"Hypertrichosis, k.m.n.",0,0,99,19950101,29991231
L7000,,Acne vulgaris,0,0,99,19950101,29991231
L7010,,Acne conglobata,0,0,99,19950101,29991231
L7020,,Acne varioliformis,0,0,99,19950101,29991231
L7030,,Acne tropica,0,0,99,19950101,29991231
L7040,,Gyermekkori acne,0,0,99,19950101,29991231
L7050,,Acne excoriée fiatal lányokon,2,0,99,19950101,29991231
L7060,,Acne fulminans,0,0,99,19950101,29991231
L7070,,Acne tetrad,0,0,99,19950101,29991231
L7080,,Egyéb acne,0,0,99,19950101,29991231
L7090,,"Acne, k.m.n.",0,0,99,19950101,29991231
L7100,,Perioralis dermatitis,0,0,99,19950101,29991231
L7110,,Rhinophyma,0,0,99,19950101,29991231
L7180,,Egyéb rosacea,0,0,99,19950101,29991231
L7190,,"Rosacea, k.m.n.",0,0,99,19950101,29991231
L7200,,Epidermalis cysta,0,0,99,19950101,29991231
L7210,,Trichilemmás cysta,0,0,99,19950101,29991231
L7220,,Steatocystoma multiplex,0,0,99,19950101,29991231
L7280,,Egyéb follicularis bïr és bïralatti cysták,0,0,99,19950101,29991231
L7290,,"Follicularis bïr és bïralatti cysta, k.m.n.",0,0,99,19950101,29991231
L7300,,Acne keloid,0,0,99,19950101,29991231
L7310,,Pseudofolliculitis barbae,0,0,99,19950101,29991231
L7320,,Hydradenitis suppurativa,0,0,99,19950101,29991231
L7380,,"Egyéb, megjelölt follicularis rendellenességek",0,0,99,19950101,29991231
L7390,,"Follicularis rendellenesség, k.m.n.",0,0,99,19950101,29991231
L7400,,Miliaria rubra,0,0,99,19950101,29991231
L7410,,Miliaria crystallina,0,0,99,19950101,29991231
L7420,,Miliaria profunda,0,0,99,19950101,29991231
L7430,,"Miliaria, k.m.n.",0,0,99,19950101,29991231
L7440,,Anhidrosis,0,0,99,19950101,29991231
L7480,,Egyéb eccrin verejték rendellenességek,0,0,99,19950101,29991231
L7490,,"Eccrin verejték rendellenesség, k.m.n.",0,0,99,19950101,29991231
L7500,,Bromhidrosis,0,0,99,19950101,29991231
L7510,,Chromhidrosis,0,0,99,19950101,29991231
L7520,,Apocrin miliaria,0,0,99,19950101,29991231
L7580,,Egyéb apocrin verejték rendellenességek,0,0,99,19950101,29991231
L7590,,"Apocrin verejték rendellenesség, k.m.n.",0,0,99,19950101,29991231
L80H0,,Vitiligo,0,0,99,19950101,29991231
L8100,,Gyulladást követï hyperpigmentatio,0,0,99,19950101,29991231
L8110,,Chloasma,0,0,99,19950101,29991231
L8120,,Szeplï,0,0,99,19950101,29991231
L8130,,"""Café au lait"" foltok",0,0,99,19950101,29991231
L8140,,Egyéb melanin hyperpigmentatio,0,0,99,19950101,29991231
L8150,,"Leukoderma, m.n.o.",0,0,99,19950101,29991231
L8160,,A csökkent melaninképzïdéssel kapcsolatos egyéb rendellenességek,0,0,99,19950101,29991231
L8170,,Pigmentált purpurás dermatosis,0,0,99,19950101,29991231
L8180,,"A pigmentatio egyéb, megnevezett rendellenességei",0,0,99,19950101,29991231
L8190,,"Pigmentatiós rendellenesség, k.m.n.",0,0,99,19950101,29991231
L82H0,,Seborrhoeás keratosis,0,0,99,19950101,29991231
L83H0,,Acanthosis nigricans,0,0,99,19950101,29991231
L84H0,,Bïrkeményedések és kérgesedések,0,0,99,19950101,29991231
L8500,,Szerzett ichthyosis,0,0,99,19950101,29991231
L8510,,"Szerzett keratosis [keratoderma] tenyéren, talpon",0,0,99,19950101,29991231
L8520,,Keratosis punctata (palmaris)(plantaris),0,0,99,19950101,29991231
L8530,,Bïrszárasság,0,0,99,19950101,29991231
L8580,,Egyéb megnevezett epidermalis megvastagodás,0,0,99,19950101,29991231
L8590,,"Epidermalis megvastagodás, k.m.n.",0,0,99,19950101,29991231
L86H0,*,Keratoderma máshova osztályozott betegségekben,0,0,99,19950101,29991231
L8700,,Keratosis follicularis et parafollicularis in cutem penetrans [Kyrle],0,0,99,19950101,29991231
L8710,,Reaktív perforáló collagenosis,0,0,99,19950101,29991231
L8720,,Elastosis perforans serpiginosa,0,0,99,19950101,29991231
L8780,,Egyéb transepidermalis eliminatios rendellenességek,0,0,99,19950101,29991231
L8790,,"Transepidermalis eliminatiós rendellenesség, k.m.n.",0,0,99,19950101,29991231
L88H0,,Pyoderma gangraenosum,0,0,99,19950101,29991231
L89H0,,Decubitus-fekély,0,0,99,19950101,29991231
L9000,,Lichen sclerosus et atrophicus,0,0,99,19950101,29991231
L9010,,Schweninger-Buzzi féle anetoderma,0,0,99,19950101,29991231
L9020,,Jadassohn-Pellizzari féle anetoderma,0,0,99,19950101,29991231
L9030,,Pasini-Pierini féle atrophoderma,0,0,99,19950101,29991231
L9040,,Acrodermatitis chronica atrophicans,0,0,99,19950101,29991231
L9050,,A bïr heges állapotai és fibrosisa,0,0,99,19950101,29991231
L9060,,Sorvadásos striák,0,0,99,19950101,29991231
L9080,,A bïr egyéb sorvadásos rendellenességei,0,0,99,19950101,29991231
L9090,,"Sorvadásos bïrrendellenesség, k.m.n.",0,0,99,19950101,29991231
L9100,,Heg-Keloid,0,0,99,19950101,29991231
L9180,,Egyéb túltengéses bïrrendellenességek,0,0,99,19950101,29991231
L9190,,"Túltengéses bïrrendellenesség, k.m.n.",0,0,99,19950101,29991231
L9200,,Granuloma annulare,0,0,99,19950101,29991231
L9210,,"Necrobiosis lipoidica, m.n.o.",0,0,99,19950101,29991231
L9220,,Granuloma faciale [a bïr eosinophil granulomája],0,0,99,19950101,29991231
L9230,,Idegentest granuloma a bïrben és bïralatti szövetben,0,0,99,19950101,29991231
L9280,,A bïr és bïralatti szövet egyéb granulomatosus rendellenességei,0,0,99,19950101,29991231
L9290,,"A bïr és bïralatti szövet granulomatosus rendellenessége, k.m.n.",0,0,99,19950101,29991231
L9300,,Discoid lupus erythematosus,0,0,99,19950101,29991231
L9310,,A bïr szubakut lupus erythematosusa,0,0,99,19950101,29991231
L9320,,"Egyéb, körülirt lupus erythematosus",0,0,99,19950101,29991231
L9400,,Lokalizált scleroderma [morphea],0,0,99,19950101,29991231
L9410,,Lineáris scleroderma,0,0,99,19950101,29991231
L9420,,Calcinosis cutis,0,0,99,19950101,29991231
L9430,,Sclerodactylia,0,0,99,19950101,29991231
L9440,,Gottron-féle papulák,0,0,99,19950101,29991231
L9450,,Poikiloderma vasculare atrophicans,0,0,99,19950101,29991231
L9460,,Spontán dactylolysis (ainhum),0,0,99,19950101,29991231
L9480,,"Egyéb, megnevezett lokalizált kötïszöveti rendellenességek",0,0,99,19950101,29991231
L9490,,"Lokalizált kötïszöveti rendellenesség, k.m.n.",0,0,99,19950101,29991231
L9500,,Livedo vasculitis,0,0,99,19950101,29991231
L9510,,Erythema elevatum et diutinum,0,0,99,19950101,29991231
L9580,,Egyéb bïrre lokalizált vasculitisek,0,0,99,19950101,29991231
L9590,,"Bïrre lokalizált vasculitis, k.m.n.",0,0,99,19950101,29991231
L97H0,,"Az alsó végtag fekélye, m.n.o.",0,0,99,19950101,29991231
L9800,,Pyogen granuloma,0,0,99,19950101,29991231
L9810,,Arteficialis dermatitis,0,0,99,19950101,29991231
L9820,,Lázas neutrophiliás dermatosis [Sweet],0,0,99,19950101,29991231
L9830,,Eosinophiliás cellulitis [Wells],0,0,99,19950101,29991231
L9840,,"A bïr idült fekélye, m.n.o.",0,0,99,19950101,29991231
L9850,,Bïrmucinosis,0,0,99,19950101,29991231
L9860,,A bïr és bïralatti szövet egyéb infiltrativ elváltozásai,0,0,99,19950101,29991231
L9880,,A bïr és bïralatti szövet egyéb megnevezett rendellenességei,0,0,99,19950101,29991231
L9890,,"A bïr és bïralatti szövet rendellenessége, k.m.n.",0,0,99,19950101,29991231
L9900,*,Bïr amyloidosis (E85.-+),0,0,99,19950101,29991231
L9980,*,Bïr és bïralatti szövet egyéb meghat. rendell. másh. o. betegségekben,0,0,99,19950101,29991231
M0000,,Staphylococcus okozta izületi és sokizületi gyulladás,0,0,99,19950101,29991231
M0010,,Pneumococcus okozta izületi és sokizületi gyulladás,0,0,99,19950101,29991231
M0020,,Egyéb streptococcus okozta izületi és sokizületi gyulladás,0,0,99,19950101,29991231
M0080,,Egyéb baktérium okozta arthritis és polyarthritis,0,0,99,19950101,29991231
M0090,,Ízületi gyulladás nem specifikált pyogen kórokozó miatt,0,0,99,19950101,29991231
M0100,*,Meningococcus okozta izületi gyulladás (A39.8+),0,0,99,19950101,29991231
M0110,*,Gümïkór okozta izületi gyulladás (A18.0+),0,0,99,19950101,29991231
M0120,*,Arthritis Lyme-kórban (A69.2+),0,0,99,19950101,29991231
M0130,*,Ízületi gyulladás egyéb máshová osztályozott bakteriális betegségekben,0,0,99,19950101,29991231
M0140,*,Rubeolás izületi gyulladás (B06.8+),0,0,99,19950101,29991231
M0150,*,"Ízületi gyulladás egyéb, máshová osztályozott vírusbetegségekben",0,0,99,19950101,29991231
M0160,*,Ízületi gyulladás gombás fertïzésekben (B35-B49+),0,0,99,19950101,29991231
M0180,*,"Arthritis egyéb, máshová oszt. fertïzï és parazitás betegségekben",0,0,99,19950101,29991231
M0200,,Arthropathia intestinalis bypass után,0,0,99,19950101,29991231
M0210,,Dysenteriát követï arthropathia,0,0,99,19950101,29991231
M0220,,Postimmunisatiós arthropathia,0,0,99,19950101,29991231
M0230,,Reiter-betegség,0,0,99,19950101,29991231
M0280,,Egyéb reaktív arthropathiák,0,0,99,19950101,29991231
M0290,,"Reaktív arthropathia, k.m.n.",0,0,99,19950101,29991231
M0300,*,Meningococcus fertïzést követï arthritis (A39.8+),0,0,99,19950101,29991231
M0310,*,Syphilises fertïzést követï arthropathia,0,0,99,19950101,29991231
M0320,*,Egyéb fertïzés utáni arthropathia máshová oszt. betegségekben,0,0,99,19950101,29991231
M0360,*,Reaktív arthropathiák máshová osztályozott betegségekben,0,0,99,19950101,29991231
M0500,,Felty-syndroma,0,0,99,19950101,29991231
M0510,+,Rheumatoid tüdïbetegség (J99.0*),0,0,99,19950101,29991231
M0520,,Rheumatoid érgyulladás,0,0,99,19950101,29991231
M0530,+,Rheumatoid arthritis más szervek és szervrendszerek érintettségével,0,0,99,19950101,29991231
M0580,,Egyéb seropositiv rheumatoid arthritis,0,0,99,19950101,29991231
M0590,,"Seropositiv rheumatoid arthritis, k.m.n.",0,0,99,19950101,29991231
M0600,,Seronegativ rheumatoid arthritis,0,0,99,19950101,29991231
M0610,,Felnïttkori kezdet¹ Still-betegség,0,0,99,19950101,29991231
M0620,,Rheumatoid bursitis,0,0,99,19950101,29991231
M0630,,Rheumatoid csomó,0,0,99,19950101,29991231
M0640,,Gyulladásos polyarthropathia,0,0,99,19950101,29991231
M0680,,"Egyéb, meghatározott rheumatoid arthritis",0,0,99,19950101,29991231
M0690,,"Rheumatoid arthritis, k.m.n.",0,0,99,19950101,29991231
M0700,*,Distalis interphalangealis izületet érintï arthropathia psoriatica,0,0,99,19950101,29991231
M0710,*,Arthritis mutilans (L40.5+),0,0,99,19950101,29991231
M0720,*,Spondylitis psoriatica (L40.5+),0,0,99,19950101,29991231
M0730,*,Egyéb psoriasisos arthropathiák (L40.5+),0,0,99,19950101,29991231
M0740,*,Arthropathia Crohn-betegségben [enteritis regionalis] (K50.-+),0,0,99,19950101,29991231
M0750,*,Arthropathia colitis ulcerosában (K51.-+),0,0,99,19950101,29991231
M0760,*,Egyéb enteropathiás arthropathiák,0,0,99,19950101,29991231
M0800,,Fiatalkori reumás izületi gyulladás,0,0,99,19950101,29991231
M0810,,Fiatalkori spondylitis ankylopoetica,0,0,99,19950101,29991231
M0820,,Szisztémás kezdet¹ juvenilis arthritis,0,0,99,19950101,29991231
M0830,,Fiatalkori seronegativ polyarthritis,0,0,99,19950101,29991231
M0840,,Kevés izületet érintï fiatalkori izületi gyulladás,0,0,99,19950101,29991231
M0880,,Egyéb fiatalkori izületi gyulladás,0,0,99,19950101,29991231
M0890,,"Fiatalkori izületi gyulladás, k.m.n.",0,0,99,19950101,29991231
M0900,*,Fiatalkori izületi gyulladás psoriasisban (L40.5+),0,0,99,19950101,29991231
M0910,*,Fiatalkori izületi gyulladás Crohn-betegségben [enteritis regionalis],0,0,99,19950101,29991231
M0920,*,Fiatalkori izületi gyulladás colitis ulcerosában (K51.-+).,0,0,99,19950101,29991231
M0980,*,"Fiatalkori izületi gyulladás egyéb, máshova osztályozott betegségekben",0,0,99,19950101,29991231
M1000,,Idiopathiás köszvény,0,0,99,19950101,29991231
M1010,,Ólom-kiváltotta köszvény,0,0,99,19950101,29991231
M1020,,Gyógyszer-kiváltotta köszvény,0,0,99,19950101,29991231
M1030,,Vesefunkció-károsodás okozta köszvény,0,0,99,19950101,29991231
M1040,,Egyéb másodlagos köszvény,0,0,99,19950101,29991231
M1090,,Köszvény k.m.n.,0,0,99,19950101,29991231
M1100,,Hydroxyapatit lerakódásos betegség,0,0,99,19950101,29991231
M1110,,Familiaris chondrocalcinosis,0,0,99,19950101,29991231
M1120,,Chondrocalcinosis egyéb,0,0,99,19950101,29991231
M1180,,"Egyéb, meghatározott kristály arthropathiák",0,0,99,19950101,29991231
M1190,,"Kristály arthropathia, k.m.n.",0,0,99,19950101,29991231
M1200,,Krónikus postrheumás arthropathia [Jaccoud],0,0,99,19950101,29991231
M1210,,Kaschin-Beck betegség,0,0,99,19950101,29991231
M1220,,Villonodularis synovitis (pigmentált),0,0,99,19950101,29991231
M1230,,Palindrom rheumatismus,0,0,99,19950101,29991231
M1240,,Intermittáló hydrarthrosis,0,0,99,19950101,29991231
M1250,,Sérüléses arthropathia,0,0,99,19950101,29991231
M1280,,"Egyéb meghatározott arthropathiák, m.n.o.",0,0,99,19950101,29991231
M1300,,"Polyarthritis, k.m.n.",0,0,99,19950101,29991231
M1310,,"Monoarthritis, m.n.o.",0,0,99,19950101,29991231
M1380,,"Egyéb, meghatározott izületi gyulladás",0,0,99,19950101,29991231
M1390,,"Ízületi gyulladás, k.m.n.",0,0,99,19950101,29991231
M1400,*,Enzimdefektus - más öröklïdï betegségek okozta köszvényes arthropathia,0,0,99,19950101,29991231
M1410,*,Kristály okozta arthropathia egyéb anyagcsere betegségekben,0,0,99,19950101,29991231
M1420,*,"Diabeteses arthropathia (E10-E14+, közös negyedik .6- karakterrel)",0,0,99,19950101,29991231
M1430,*,Lipoid dermatoarthritis (E78.8+),0,0,99,19950101,29991231
M1440,*,Arthropathia amyloidosisban (E85.-+),0,0,99,19950101,29991231
M1450,*,"Egyéb endocrin, táplálkozási és anyagcsere rendellenességekben",0,0,99,19950101,29991231
M1460,*,Neuropathiás arthropathia,0,0,99,19950101,29991231
M1480,*,"Arthropathia máshova osztályozott, meghatározott betegségekben",0,0,99,19950101,29991231
M1500,,"Elsïdleges, általánosult (osteo-)arthrosis",0,0,99,19950101,29991231
M1510,,Heberden-csomók (arthropathiával),0,0,99,19950101,29991231
M1520,,Bouchard csomók (arthropathiával),0,0,99,19950101,29991231
M1530,,Másodlagos többizületi arthrosis,0,0,99,19950101,29991231
M1540,,Erosiv osteoarthrosis,0,0,99,19950101,29991231
M1580,,Egyéb polyarthrosis,0,0,99,19950101,29991231
M1590,,"Polyarthrosis, k.m.n.",0,0,99,19950101,29991231
M1600,,"Elsïdleges coxarthrosis, kétoldali",0,0,99,19950101,29991231
M1610,,Egyéb elsïdleges coxarthrosis,0,0,99,19950101,29991231
M1620,,"Kétoldali, dysplasia okozta coxarthrosis",0,0,99,19950101,29991231
M1630,,Egyéb dysplasiás coxarthrosis,0,0,99,19950101,29991231
M1640,,"Kétoldali, posttraumás coxarthrosis",0,0,99,19950101,29991231
M1650,,Egyéb posttraumás coxarthrosis,0,0,99,19950101,29991231
M1660,,"Egyéb másodlagos coxarthrosis, kétoldali",0,0,99,19950101,29991231
M1670,,Egyéb másodlagos coxarthrosis,0,0,99,19950101,29991231
M1690,,"Coxarthrosis, k.m.n.",0,0,99,19950101,29991231
M1700,,"Elsïdleges térdizületi arthrosis, kétoldali",0,0,99,19950101,29991231
M1710,,Egyéb elsïdleges térdizületi arthrosis,0,0,99,19950101,29991231
M1720,,"Kétoldali, posttraumás térdizületi arthrosis",0,0,99,19950101,29991231
M1730,,Egyéb posttraumás gonarthrosis,0,0,99,19950101,29991231
M1740,,"Egyéb másodlagos térdizületi arthrosis, kétoldali",0,0,99,19950101,29991231
M1750,,Egyéb másodlagos térdizületi arthrosis,0,0,99,19950101,29991231
M1790,,"Térdizületi arthrosis, k.m.n.",0,0,99,19950101,29991231
M1800,,Az I. carpometacarpalis izület kétoldali elsïdleges arthrosisa,0,0,99,19950101,29991231
M1810,,Az I. carpometacarpalis izület egyéb elsïdleges arthrosisa,0,0,99,19950101,29991231
M1820,,Az I. carpometacarpalis izület kétoldali posttraumás arthrosisa,0,0,99,19950101,29991231
M1830,,Az I. carpometacarpalis izület egyéb posttraumás arthrosisa,0,0,99,19950101,29991231
M1840,,"Az I. carpometacarpalis izület egyéb, kétoldali, másodlagos arthrosisa",0,0,99,19950101,29991231
M1850,,"Az I. carpometacarpalis izület egyéb, másodlagos arthrosisa",0,0,99,19950101,29991231
M1890,,"Az I. carpometacarpalis izület arthrosisa, k.m.n.",0,0,99,19950101,29991231
M1900,,Egyéb elsïdleges arthrosis,0,0,99,19950101,29991231
M1910,,Egyéb izületek posttraumás arthrosisa,0,0,99,19950101,29991231
M1920,,Egyéb másodlagos arthrosis,0,0,99,19950101,29991231
M1980,,"Egyéb, meghatározott arthrosis",0,0,99,19950101,29991231
M1990,,"Arthrosis, k.m.n.",0,0,99,19950101,29991231
M2000,,Kézujj(ak) deformitása,0,0,99,19950101,29991231
M2010,,Hallux valgus (szerzett),0,0,99,19950101,29991231
M2020,,Hallux rigidus,0,0,99,19950101,29991231
M2030,,Öregujj egyéb deformitása (szerzett),0,0,99,19950101,29991231
M2040,,Egyéb kalapácsujj(ak) (szerzett),0,0,99,19950101,29991231
M2050,,A lábujj(ak) egyéb deformitása (szerzett),0,0,99,19950101,29991231
M2060,,"A lábujj(ak) szerzett deformitása, k.m.n.",0,0,99,19950101,29991231
M2100,,"Valgus deformitás, m.n.o.",0,0,99,19950101,29991231
M2110,,"Varus deformitás, m.n.o.",0,0,99,19950101,29991231
M2120,,Flexiós deformitás,0,0,99,19950101,29991231
M2130,,Csukló vagy láb bénulása (szerzett),0,0,99,19950101,29991231
M2140,,Lúdtalp [pes planus] (szerzett),0,0,99,19950101,29991231
M2150,,"Szerzett karomállású kéz, tuskókéz, karomállású láb, tuskóláb",0,0,99,19950101,29991231
M2160,,Boka és láb egyéb szerzett deformitásai,0,0,99,19950101,29991231
M2170,,Végtaghossz különbsége (szerzett),0,0,99,19950101,29991231
M2180,,"A végtagok egyéb, meghatározott szerzett deformitásai",0,0,99,19950101,29991231
M2190,,"Szerzett végtag deformitás, k.m.n.",0,0,99,19950101,29991231
M2200,,A térdkalács visszatérï (habitualis) dislocatiója,0,0,99,19950101,29991231
M2210,,A térdkalács visszatérï (habitualis) subluxatiója,0,0,99,19950101,29991231
M2220,,Patellofemoralis rendellenességek,0,0,99,19950101,29991231
M2230,,A térdkalács egyéb zavarai,0,0,99,19950101,29991231
M2240,,Chondromalacia patellae,0,0,99,19950101,29991231
M2280,,A térdkalács egyéb rendellenességei,0,0,99,19950101,29991231
M2290,,"Térdkalács rendellenesség, k.m.n.",0,0,99,19950101,29991231
M2300,,A meniscus cystosus elváltozása,0,0,99,19950101,29991231
M2310,,Discoid meniscus (veleszületett),0,0,99,19950101,29991231
M2320,,A meniscus rendellenessége régi szakadás vagy sérülés miatt,0,0,99,19950101,29991231
M2330,,Egyéb meniscus elváltozások,0,0,99,19950101,29991231
M2340,,Szabad test a térdizületben,0,0,99,19950101,29991231
M2350,,A térdizület krónikus instabilitása,0,0,99,19950101,29991231
M2360,,A térdizület szalagjainak egyéb spontán szakadása,0,0,99,19950101,29991231
M2380,,A térd egyéb belsï zavarai,0,0,99,19950101,29991231
M2390,,"A térd belsï zavara, k.m.n.",0,0,99,19950101,29991231
M2400,,Szabad test az izületben,0,0,99,19950101,29991231
M2410,,Egyéb izületi porc rendellenességek,0,0,99,19950101,29991231
M2420,,Szalag-rendellenesség,0,0,99,19950101,29991231
M2430,,"Pathologiás izületi dislocatio és subluxatio, m.n.o.",0,0,99,19950101,29991231
M2440,,Az izület visszatérï dislocatiója és subluxatiója,0,0,99,19950101,29991231
M2450,,Ízületi contractura,0,0,99,19950101,29991231
M2460,,Ízületi ankylosis,0,0,99,19950101,29991231
M2470,,Protrusio acetabuli,0,0,99,19950101,29991231
M2480,,"Egyéb meghatározott izületi m¹ködési zavarok, m.n.o.",0,0,99,19950101,29991231
M2490,,"Ízületi elváltozás, k.m.n.",0,0,99,19950101,29991231
M2500,,Haemarthros,0,0,99,19950101,29991231
M2510,,Ízületi sipoly,0,0,99,19950101,29991231
M2520,,Lötyögï izület,0,0,99,19950101,29991231
M2530,,Az izület egyéb instabilitása,0,0,99,19950101,29991231
M2540,,Ízületi folyadékgyülem (effusio),0,0,99,19950101,29991231
M2550,,Ízületi fájdalom,0,0,99,19950101,29991231
M2560,,"Ízületi merevség, m.n.o.",0,0,99,19950101,29991231
M2570,,Csontnövedék (osteophyta),0,0,99,19950101,29991231
M2580,,"Egyéb, meghatározott izületi rendellenességek",0,0,99,19950101,29991231
M2590,,"Ízületi rendellenesség, k.m.n.",0,0,99,19950101,29991231
M3000,,Polyarteritis nodosa,0,0,99,19950101,29991231
M3010,,Polyarteritis tüdïérintettséggel [Churg-Strauss],0,0,99,19950101,29991231
M3020,,Fiatalkori polyarteritis,0,0,99,19950101,29991231
M3030,,Mucocutan nyirokcsomó syndroma [Kawasaki],0,0,99,19950101,29991231
M3080,,Polyarteritis nodosával rokon egyéb állapotok,0,0,99,19950101,29991231
M3100,,Túlérzékenységi angiitisek,0,0,99,19950101,29991231
M3110,,Thromboticus microangiopathia,0,0,99,19950101,29991231
M3120,,Letális midline granuloma,0,0,99,19950101,29991231
M3130,,Wegener-féle granulomatosis,0,0,99,19950101,29991231
M3140,,Aortaív-syndroma [Takayasu],0,0,99,19950101,29991231
M3150,,Óriássejtes arteritis polymyalgia rheumaticával,0,0,99,19950101,29991231
M3160,,Egyéb óriássejtes artheritis,0,0,99,19950101,29991231
M3180,,"Egyéb, meghatározott nekrotizáló vasculopathiák",0,0,99,19950101,29991231
M3190,,"Nekrotizáló vasculopathia, k.m.n.",0,0,99,19950101,29991231
M3200,,Gyógyszer kiváltotta szisztémás lupus erythematosus,0,0,99,19950101,29991231
M3210,+,Szisztémás lupus erythematosus szerv és szervrendszer érintettségével,0,0,99,19950101,29991231
M3280,,Szisztémás lupus erythematosus egyéb formái,0,0,99,19950101,29991231
M3290,,"Szisztémás lupus erythematosus, k.m.n.",0,0,99,19950101,29991231
M3300,,Fiatalkori dermatomyositis,0,0,99,19950101,29991231
M3310,,Egyéb dermatomyositis,0,0,99,19950101,29991231
M3320,,Polymyositis,0,0,99,19950101,29991231
M3390,,"Dermatopolymyositis, k.m.n.",0,0,99,19950101,29991231
M3400,,Progresszív szisztémás sclerosis,0,0,99,19950101,29991231
M3410,,CR(E)ST-syndroma,0,0,99,19950101,29991231
M3420,,Gyógyszer vagy kémiai anyag kiváltotta szisztémás sclerosis,0,0,99,19950101,29991231
M3480,,Szisztémás sclerosis egyéb formái,0,0,99,19950101,29991231
M3490,,"Szisztémás sclerosis, k.m.n.",0,0,99,19950101,29991231
M3500,,Sicca-syndroma [Sjögren],0,0,99,19950101,29991231
M3501,,Sjögren szindróma primer exocrin tünetekkel,0,0,99,19950101,29991231
M3502,,"Sjögren szindróma, primer non-exocrin tünetekkel",0,0,99,19950101,29991231
M3503,,"Sjögren szindróma, secunder",0,0,99,19950101,29991231
M3509,,"Sjögren szindróma, k.m.n.",0,0,99,19950101,29991231
M3510,,Egyéb overlap syndromák,0,0,99,19950101,29991231
M3511,,Kevert kötïszöveti betegség (MCTD),0,0,99,19950101,29991231
M3512,,Nem differenciált autoimmun syndroma,0,0,99,19950101,29991231
M3513,,"Antifoszfolipid syndroma, primer",0,0,99,19950101,29991231
M3514,,"Antifoszfolipid syndroma, secunder",0,0,99,19950101,29991231
M3519,,Egyéb overlap syndroma k.m.n.,0,0,99,19950101,29991231
M3520,,Behçet-kór,0,0,99,19950101,29991231
M3530,,Polymyalgia rheumatica,0,0,99,19950101,29991231
M3540,,Diffúz (eosinophil-sejtes) bïnyegyulladás,0,0,99,19950101,29991231
M3550,,Multifocalis fibrosclerosis,0,0,99,19950101,29991231
M3560,,Panniculitis recidivans [Weber-Christian],0,0,99,19950101,29991231
M3570,,Hypermobilitas syndroma,0,0,99,19950101,29991231
M3580,,"A kötïszövet egyéb, meghatározott szisztémás érintettsége",0,0,99,19950101,29991231
M3590,,"A kötïszövet szisztémás érintettsége, k.m.n.",0,0,99,19950101,29991231
M3600,*,Dermato(poly)myositis daganatos betegségben (C00-D48+),0,0,99,19950101,29991231
M3610,*,Arthropathia daganatos betegségben (C00-D48+),0,0,99,19950101,29991231
M3620,*,Haemophiliás arthropathia (D66-D68+),0,0,99,19950101,29991231
M3630,*,Arthropathia egyéb haematologiai rendellenességekben (D50-D76+),0,0,99,19950101,29991231
M3640,*,Arthropathia máshová osztályozott túlérzékenységi reakciókban,0,0,99,19950101,29991231
M3680,*,A kötïszövet szisztémás rendellenességei másh. o. egyéb betegségekben,0,0,99,19950101,29991231
M4000,,Tartási kyphosis,0,0,99,19950101,29991231
M4010,,Egyéb másodlagos kyphosis,0,0,99,19950101,29991231
M4020,,Egyéb és nem meghatározott kyphosis,0,0,99,19950101,29991231
M4030,,Lapos-hát syndroma,0,0,99,19950101,29991231
M4040,,Egyéb lordosis,0,0,99,19950101,29991231
M4050,,"Lordosis, k.m.n.",0,0,99,19950101,29991231
M4100,,Kisgyermekkori idiopathiás gerincferdülés,0,0,99,19950101,29991231
M4110,,Fiatalkori idiopathiás gerincferdülés,0,0,99,19950101,29991231
M4120,,Egyéb idiopathiás scoliosis,0,0,99,19950101,29991231
M4130,,Mellkasi eredet¹ gerincferdülés,0,0,99,19950101,29991231
M4140,,Ideg-izom-eredet¹ scoliosis,0,0,99,19950101,29991231
M4150,,Egyéb másodlagos scoliosisok,0,0,99,19950101,29991231
M4180,,A scoliosis egyéb formái,0,0,99,19950101,29991231
M4190,,"Scoliosis, k.m.n.",0,0,99,19950101,29991231
M4200,,A gerinc juvenilis osteochondrosisa,0,0,99,19950101,29991231
M4210,,A gerinc felnïttkori osteochondrosisa,0,0,99,19950101,29991231
M4290,,"A gerinc osteochondrosisa, k.m.n.",0,0,99,19950101,29991231
M4300,,Spondylolysis,0,0,99,19950101,29991231
M4310,,Spondylolisthesis,0,0,99,19950101,29991231
M4320,,A gerinc egyéb ankylosisai,0,0,99,19950101,29991231
M4330,,Recidiv atlantoaxialis subluxatio myelopathiával,0,0,99,19950101,29991231
M4340,,Egyéb recidiv atlantoaxialis subluxatio,0,0,99,19950101,29991231
M4350,,Egyéb visszatérï gerincizületi subluxatio,0,0,99,19950101,29991231
M4360,,Ferdenyak,0,0,99,19950101,29991231
M4380,,Egyéb meghatározott deformáló dorsopathiák,0,0,99,19950101,29991231
M4390,,"Deformáló dorsopathia, k.m.n.",0,0,99,19950101,29991231
